source,record_id_or_url,title,year,doi,cited_by_count,type,search_topic
crossref,https://doi.org/10.1016/s0165-1889(02)00122-7,Learning competitive pricing strategies by multi-agent reinforcement learning,2003,10.1016/s0165-1889(02)00122-7,59,journal-article,reinforcement learning economic policy
crossref,https://doi.org/10.33138/2957-0506.2025.22.485,"A survey of statistical arbitrage pair trading with machine learning, deep learning, and reinforcement learning methods",2025,10.33138/2957-0506.2025.22.485,0,journal-article,reinforcement learning economic policy
crossref,https://doi.org/10.55092/rl20260011,Conformalized proximal policy optimization: statistical uncertainty quantification for principled exploration in reinforcement learning,2026,10.55092/rl20260011,0,journal-article,reinforcement learning economic policy
crossref,https://doi.org/10.1016/j.neucom.2020.11.072,Learning continuous-time working memory tasks with on-policy neural reinforcement learning,2021,10.1016/j.neucom.2020.11.072,5,journal-article,reinforcement learning economic policy
crossref,https://doi.org/10.1109/icmlt65785.2025.11193222,An Adaptive Policy Switching Method for Episodic Cumulative Reward in Reinforcement Learning,2025,10.1109/icmlt65785.2025.11193222,0,proceedings-article,reinforcement learning economic policy
crossref,https://doi.org/10.14428/esann/2023.es2023-92,Policy-Based Reinforcement Learning in the Generalized Rock-Paper-Scissors Game,2023,10.14428/esann/2023.es2023-92,1,proceedings-article,reinforcement learning economic policy
crossref,https://doi.org/10.21203/rs.3.rs-7863374/v1,PEBSI: Policy-Efficient Branching Variable Selection via Reinforcement Learning,2025,10.21203/rs.3.rs-7863374/v1,0,posted-content,reinforcement learning economic policy
crossref,https://doi.org/10.1109/ddcls52934.2021.9455658,Model-based Ensemble Reinforcement Learning with Soft Proximal Policy Optimization,2021,10.1109/ddcls52934.2021.9455658,4,proceedings-article,reinforcement learning economic policy
crossref,https://doi.org/10.1007/s11063-024-11548-6,Adaptive Evolutionary Reinforcement Learning with Policy Direction,2024,10.1007/s11063-024-11548-6,9,journal-article,reinforcement learning economic policy
crossref,https://doi.org/10.1109/access.2026.3702722,Preference-Driven Evolutionary Policy Optimization in Multi-Objective Reinforcement Learning,2026,10.1109/access.2026.3702722,0,journal-article,reinforcement learning economic policy
crossref,https://doi.org/10.1007/978-981-19-7784-8_7,Direct RL with Policy Gradient,2023,10.1007/978-981-19-7784-8_7,0,book-chapter,reinforcement learning economic policy
crossref,https://doi.org/10.21203/rs.3.rs-6665562/v1,Adaptive Confidence-Weighted Policy Aggregation: A Novel Method for Federated Reinforcement Learning,2025,10.21203/rs.3.rs-6665562/v1,0,posted-content,reinforcement learning economic policy
crossref,https://doi.org/10.3390/systems11070350,Reinforcement Learning for Optimizing Can-Order Policy with the Rolling Horizon Method,2023,10.3390/systems11070350,4,journal-article,reinforcement learning economic policy
crossref,https://doi.org/10.1109/icmla55696.2022.00041,Bootstrap Advantage Estimation for Policy Optimization in Reinforcement Learning,2022,10.1109/icmla55696.2022.00041,0,proceedings-article,reinforcement learning economic policy
crossref,https://doi.org/10.1109/icarai67046.2025.11137898,Policy Interpretation for Deep Reinforcement Learning,2025,10.1109/icarai67046.2025.11137898,0,proceedings-article,reinforcement learning economic policy
crossref,https://doi.org/10.2139/ssrn.7067220,Robust collaborative policy towards human execution-level uncertainty through worst-case aware reinforcement learning,2026,10.2139/ssrn.7067220,0,posted-content,reinforcement learning economic policy
crossref,https://doi.org/10.1016/s0167-2681(02)00152-x,Reinforcement learning in the El Farol model,2003,10.1016/s0167-2681(02)00152-x,18,journal-article,reinforcement learning economic policy
crossref,https://doi.org/10.1007/978-1-4842-6809-4_7,Policy Gradient Algorithms,2021,10.1007/978-1-4842-6809-4_7,0,book-chapter,reinforcement learning economic policy
crossref,https://doi.org/10.1016/j.jedc.2023.104670,A Gradient-based reinforcement learning model of market equilibration,2023,10.1016/j.jedc.2023.104670,1,journal-article,reinforcement learning economic policy
crossref,https://doi.org/10.1109/southeastcon63549.2026.11476258,Score-Guided Synthetic Experience Replay for Stable Off-Policy Reinforcement Learning,2026,10.1109/southeastcon63549.2026.11476258,0,proceedings-article,reinforcement learning economic policy
crossref,https://doi.org/10.1109/ccdc.2018.8408296,Deep reinforcement learning policy in Hex game system,2018,10.1109/ccdc.2018.8408296,6,proceedings-article,reinforcement learning economic policy
crossref,https://doi.org/10.1109/icma.2005.1626787,Fuzzy policy gradient reinforcement learning for leader-follower systems,,10.1109/icma.2005.1626787,0,proceedings-article,reinforcement learning economic policy
crossref,https://doi.org/10.3390/ai3020015,Reinforcement Learning Your Way: Agent Characterization through Policy Regularization,2022,10.3390/ai3020015,6,journal-article,reinforcement learning economic policy
crossref,https://doi.org/10.52202/068431-1845,Conservative Dual Policy Optimization for Efficient Model-Based Reinforcement Learning,2022,10.52202/068431-1845,0,proceedings-article,reinforcement learning economic policy
crossref,https://doi.org/10.1007/978-1-4842-9606-6_9,Policy Gradient Methods,2023,10.1007/978-1-4842-9606-6_9,0,book-chapter,reinforcement learning economic policy
crossref,https://doi.org/10.1049/pbce081e_ch5,Generalized policy iteration for continuous-time systems,2012,10.1049/pbce081e_ch5,0,book-chapter,reinforcement learning economic policy
crossref,https://doi.org/10.2139/ssrn.5211084,Solving Dynamic Traveling Salesman Problem Using Reinforcement Learning with Augmented Group Relative Policy Optimization,2025,10.2139/ssrn.5211084,0,posted-content,reinforcement learning economic policy
crossref,https://doi.org/10.1201/9781439821091-11,Approximate policy search with cross-entropy optimization of basis functions,2017,10.1201/9781439821091-11,0,book-chapter,reinforcement learning economic policy
crossref,https://doi.org/10.52202/075280-0601,Policy Optimization for Continuous Reinforcement Learning,2023,10.52202/075280-0601,5,proceedings-article,reinforcement learning economic policy
crossref,https://doi.org/10.15607/rss.2025.xxi.028,RLDG: Robotic Generalist Policy Distillation via Reinforcement Learning,2025,10.15607/rss.2025.xxi.028,7,proceedings-article,reinforcement learning economic policy
crossref,https://doi.org/10.54499/2021.04684.bd,,,10.54499/2021.04684.bd,0,grant,reinforcement learning economic policy
crossref,https://doi.org/10.1109/tmc.2026.3693470/mm1,UAV Carrier Enabled Vehicular Crowdsensing by Multi-Agent Reinforcement Learning with Mutual Policy Divergence and Attentive Memory Update_supp1-3693470.pdf,,10.1109/tmc.2026.3693470/mm1,0,component,reinforcement learning economic policy
crossref,https://doi.org/10.52843/cassyni.kfnzpy,Overview of Deep Reinforcement Learning Methods,2022,10.52843/cassyni.kfnzpy,0,posted-content,reinforcement learning economic policy
crossref,https://doi.org/10.1109/icmla55696.2022.00103,Contingency-constrained economic dispatch with safe reinforcement learning,2022,10.1109/icmla55696.2022.00103,6,proceedings-article,reinforcement learning economic policy
crossref,https://doi.org/10.1007/s10489-025-06972-7,Offline-to-online reinforcement learning with policy ensemble and policy-extended value,2025,10.1007/s10489-025-06972-7,0,journal-article,reinforcement learning economic policy
crossref,https://doi.org/10.2139/ssrn.5291590,Optimizing Energy-Efficient Train Speed Profiles in Metro System Digital Twins: An On-Policy Reinforcement Learning Approach with Policy Implications,2025,10.2139/ssrn.5291590,0,posted-content,reinforcement learning economic policy
crossref,https://doi.org/10.31219/osf.io/w8hpe,Dynamics of Resource Allocation in O-RANs: An In-depth Exploration of On-Policy and Off-Policy Deep Reinforcement Learning for Real-Time Applications,2024,10.31219/osf.io/w8hpe,2,posted-content,reinforcement learning economic policy
crossref,https://doi.org/10.3139/9783446466081.004,"Lernen, die beste Policy auszuwählen: Policy-Gradient-Methoden",2020,10.3139/9783446466081.004,0,book-chapter,reinforcement learning economic policy
crossref,https://doi.org/10.1109/ddcls.2018.8515994,Adaptive Natural Policy Gradient in Reinforcement Learning,2018,10.1109/ddcls.2018.8515994,5,proceedings-article,reinforcement learning economic policy
crossref,https://doi.org/10.23919/ecc.2019.8795816,Practical Reinforcement Learning of Stabilizing Economic MPC,2019,10.23919/ecc.2019.8795816,40,proceedings-article,reinforcement learning economic policy
crossref,https://doi.org/10.1109/intercon67304.2025.11244701,Leveraging Generative Models for Efficient Policy Learning in Offline Reinforcement Learning,2025,10.1109/intercon67304.2025.11244701,2,proceedings-article,reinforcement learning economic policy
crossref,https://doi.org/10.21276/jccci/2025.v1.i1.4,Adaptive Trade Exception Handling in Financial Institutions: A Reinforcement Learning Approach with Dynamic Policy Optimization,2025,10.21276/jccci/2025.v1.i1.4,2,journal-article,reinforcement learning economic policy
crossref,https://doi.org/10.4324/9780203441367.ch1,Introduction,1998,10.4324/9780203441367.ch1,0,book-chapter,reinforcement learning economic policy
crossref,https://doi.org/10.5772/5273,Reinforcement Learning in System Identification,2008,10.5772/5273,5,book-chapter,reinforcement learning economic policy
crossref,https://doi.org/10.1007/978-3-540-74958-5_70,Transfer Learning in Reinforcement Learning Problems Through Partial Policy Recycling,,10.1007/978-3-540-74958-5_70,33,book-chapter,reinforcement learning economic policy
crossref,https://doi.org/10.55248/gengpi.07.0626.17a08,Multi-Agent Reinforcement Learning for Intelligent Traffic Signal Control Using Proximal Policy Optimization and SUMO Simulation,2026,10.55248/gengpi.07.0626.17a08,0,journal-article,reinforcement learning economic policy
crossref,https://doi.org/10.3390/math12020280,Neural Network Algorithm with Reinforcement Learning for Microgrid Techno-Economic Optimization,2024,10.3390/math12020280,13,journal-article,reinforcement learning economic policy
crossref,https://doi.org/10.4324/9780203441367-6,Introduction: economic integration and industrial policy,2002,10.4324/9780203441367-6,0,book-chapter,reinforcement learning economic policy
crossref,https://doi.org/10.2139/ssrn.6945427,"Reinforcement Learning for Timing-Optimized Greenhouse Climate Control: Integrating Growth Prediction, Market Dynamics, and Economic Constraints",2026,10.2139/ssrn.6945427,0,posted-content,reinforcement learning economic policy
crossref,https://doi.org/10.1109/icmlc.2004.1382332,Policy gradient fuzzy reinforcement learning,,10.1109/icmlc.2004.1382332,5,proceedings-article,reinforcement learning economic policy
crossref,https://doi.org/10.1109/tpwrs.2024.3371833/mm1,Economic Emission Dispatch with Stochastic Renewable Power and Voltage Source Converters via Reinforcement Learning Multi-Objective Differential Evolution_supp1-3371833.doc,,10.1109/tpwrs.2024.3371833/mm1,0,component,reinforcement learning economic policy
crossref,https://doi.org/10.1016/b978-0-08-013406-2.50013-4,Social and Economic Policy,1969,10.1016/b978-0-08-013406-2.50013-4,0,book-chapter,reinforcement learning economic policy
crossref,https://doi.org/10.1109/adprl.2007.368181,The Knowledge Gradient Policy for Offline Learning with Independent Normal Rewards,2007,10.1109/adprl.2007.368181,7,proceedings-article,reinforcement learning economic policy
crossref,https://doi.org/10.1109/icmlc.2008.4620736,Incremental least squares policy iteration in reinforcement learning for control,2008,10.1109/icmlc.2008.4620736,0,proceedings-article,reinforcement learning economic policy
crossref,https://doi.org/10.2139/ssrn.1710583,"Technology Adoption, Social Learning, and Economic Policy",2010,10.2139/ssrn.1710583,1,posted-content,reinforcement learning economic policy
crossref,https://doi.org/10.1109/iccv.2017.43,Tracking as Online Decision-Making: Learning a Policy from Streaming Videos with Reinforcement Learning,2017,10.1109/iccv.2017.43,83,proceedings-article,reinforcement learning economic policy
crossref,https://doi.org/10.1017/9781009711067.011,Reinforcement Learning: Model Free,2026,10.1017/9781009711067.011,0,book-chapter,reinforcement learning economic policy
crossref,https://doi.org/10.1109/ijcnn54540.2023.10191476,Explicitly Learning Policy Under Partial Observability in Multiagent Reinforcement Learning,2023,10.1109/ijcnn54540.2023.10191476,2,proceedings-article,reinforcement learning economic policy
crossref,https://doi.org/10.1023/a:1007678930559,Convergence Results for Single-Step On-Policy Reinforcement-Learning Algorithms,2000,10.1023/a:1007678930559,423,journal-article,reinforcement learning economic policy
crossref,https://doi.org/10.1016/j.jedc.2022.104497,Reinforcement Learning Equilibrium in Limit Order Markets,2022,10.1016/j.jedc.2022.104497,1,journal-article,reinforcement learning economic policy
crossref,https://doi.org/10.2139/ssrn.5477673,Interpretable Reinforcement Learning for Distribution System Restoration via Imitation Learning-Based Decision Tree Policy Extraction,2025,10.2139/ssrn.5477673,1,posted-content,reinforcement learning economic policy
crossref,https://doi.org/10.1109/icc59461.2026.11587290,AdaMo: Adaptive Multimodal Policy Learning for Joint Coverage Optimization via Deep Reinforcement Learning,2026,10.1109/icc59461.2026.11587290,0,proceedings-article,reinforcement learning economic policy
crossref,https://doi.org/10.1145/3427773.3427871,Towards Off-policy Evaluation as a Prerequisite for Real-world Reinforcement Learning in Building Control,2020,10.1145/3427773.3427871,4,proceedings-article,reinforcement learning economic policy
